timestamp,sensor,x,y,z,w,accuracy
1740378051.312,accel,9.706094,0.2873042,-1.3742718,,
1740378051.313,accel,9.797073,0.7613561,-2.777274,,
1740378051.372,accel,9.370906,0.33997664,-1.8722657,,
1740378051.433,accel,9.9790325,0.31124622,0.63206923,,
1740378051.533,accel,9.911995,0.272939,-0.095768064,,
1740378051.58,accel,10.0269165,0.5410896,-0.92416185,,
1740378051.618,accel,9.80665,0.2681506,-0.34955344,,
1740378051.672,accel,9.911995,0.25857377,-0.4357447,,
1740378051.731,accel,9.782708,0.047884032,-0.29209262,,
1740378051.792,accel,10.093954,0.5554548,-0.37828386,,
1740378051.852,accel,9.878476,0.34955344,-0.34955344,,
1740378051.911,accel,9.753978,0.31603462,-0.50757074,,
1740378051.971,accel,9.782708,0.25857377,-0.3878607,,
1740378052.032,accel,9.921572,0.25857377,-0.33997664,,
1740378052.091,accel,9.916783,0.29209262,-0.3878607,,
1740378052.152,accel,9.916783,0.21068975,-0.25378537,,
1740378052.211,accel,9.811439,0.1388637,-0.5267244,,
1740378052.272,accel,9.80665,0.05267244,-0.40222588,,
1740378052.331,accel,10.103531,0.15322891,-0.12449849,,
1740378052.391,accel,9.849746,-0.019153614,-0.22505496,,
1740378052.45,accel,9.763555,-0.19153613,-0.7038953,,
1740378052.512,accel,9.840169,-0.1340753,-0.34476504,,
1740378052.57,accel,10.041282,-0.110133275,-0.21068975,,
1740378052.63,accel,10.089166,-0.272939,-0.31124622,,
1740378052.69,accel,10.04607,-0.45489833,-0.10055647,,
1740378052.691,accel,10.218452,-0.770933,0.047884032,,
1740378052.751,accel,10.333375,-0.7278373,0.78529817,,
1740378052.811,accel,10.453085,-0.81402856,-0.1436521,,
1740378052.813,accel,10.390836,-0.6943185,0.02873042,,
1740378052.872,accel,10.237606,-0.8283938,0.01436521,,
1740378052.93,accel,10.28549,-0.5746084,0.2633622,,
1740378052.992,accel,9.77792,-0.545878,0.47405192,,
1740378053.051,accel,9.179369,-0.30645782,-0.2633622,,
1740378053.112,accel,8.714894,-0.50757074,-0.842759,,
1740378053.175,accel,9.212888,-0.40701428,0.095768064,,
1740378053.255,accel,9.844957,-0.18674773,0.19632454,,
1740378053.29,accel,10.0987425,-0.17717093,0.07182605,,
1740378053.35,accel,10.218452,-0.37349546,0.21068975,,
1740378053.41,accel,9.950302,-0.5554548,-0.40701428,,
1740378053.47,accel,10.031705,-0.25857377,-0.20590134,,
1740378053.53,accel,10.079589,-0.5554548,-0.110133275,,
1740378053.591,accel,9.950302,-0.80924016,-0.05746084,,
1740378053.65,accel,9.706094,-1.0630256,0.02873042,,
1740378053.71,accel,9.739613,-1.484405,-0.17238252,,
1740378053.771,accel,9.495404,-1.2545617,-0.0047884034,,
1740378053.83,accel,9.5385,-1.316811,-0.17717093,,
1740378053.89,accel,9.844957,-1.3455414,0.076614454,,
1740378053.949,accel,10.022128,-0.9816227,0.1388637,,
1740378054.01,accel,9.883265,-0.7134721,-0.33039984,,
1740378054.069,accel,9.68694,-0.545878,-0.7565677,,
1740378054.129,accel,9.610326,-0.5793968,-0.6368576,,
1740378054.189,accel,9.629479,-0.62728083,-0.019153614,,
1740378054.249,accel,9.730036,-0.7517793,0.0,,
1740378054.31,accel,10.01734,-0.45489833,0.15801731,,
1740378054.368,accel,10.065224,-0.78050977,-0.40701428,,
1740378054.429,accel,9.792285,-0.91937345,-0.320823,,
1740378054.488,accel,9.950302,-0.51714754,-0.60333884,,
1740378054.489,accel,9.916783,-0.5602432,-0.5746084,,
1740378054.55,accel,9.864111,-0.93852705,-0.076614454,,
1740378054.609,accel,10.084377,-0.81402856,0.1388637,,
1740378054.67,accel,9.993398,-0.61770403,0.18674773,,
1740378054.73,accel,10.036493,-0.5315128,0.15322891,,
1740378054.816,accel,9.768343,-0.78529817,0.6655881,,
1740378054.859,accel,9.65821,-0.80924016,-0.0047884034,,
1740378054.908,accel,9.801862,-0.37828386,-0.06703765,,
1740378054.968,accel,9.792285,-0.37349546,-0.37349546,,
