timestamp,sensor,x,y,z,w,accuracy
1740378306.303,accel,0.1340753,0.05746084,9.888053,,
1740378306.362,accel,0.1436521,0.05746084,9.902418,,
1740378306.363,accel,0.1388637,0.05267244,9.892841,,
1740378306.423,accel,0.1340753,0.05267244,9.907207,,
1740378306.482,accel,0.1340753,0.047884032,9.873688,,
1740378306.543,accel,0.1340753,0.062249243,9.888053,,
1740378306.602,accel,0.12928689,0.05746084,9.89763,,
1740378306.662,accel,0.1340753,0.06703765,9.907207,,
1740378306.722,accel,0.1340753,0.05746084,9.868899,,
1740378306.783,accel,0.1340753,0.062249243,9.854534,,
1740378306.842,accel,0.12928689,0.038307227,9.911995,,
1740378306.904,accel,0.12449849,0.05746084,9.883265,,
1740378306.962,accel,0.1340753,0.062249243,9.888053,,
1740378307.023,accel,0.14844051,0.05746084,9.878476,,
1740378307.084,accel,0.1340753,0.047884032,9.873688,,
1740378307.143,accel,0.1388637,0.062249243,9.878476,,
1740378307.201,accel,0.1340753,0.05746084,9.873688,,
1740378307.263,accel,0.1388637,0.05267244,9.873688,,
1740378307.334,accel,0.1436521,0.05746084,9.888053,,
1740378307.423,accel,0.1388637,0.05267244,9.868899,,
1740378307.441,accel,0.1388637,0.06703765,9.883265,,
1740378307.503,accel,0.1340753,0.05746084,9.888053,,
1740378307.504,accel,0.1436521,0.062249243,9.89763,,
1740378307.562,accel,0.1388637,0.062249243,9.878476,,
1740378307.622,accel,0.1388637,0.05267244,9.883265,,
1740378307.682,accel,0.1436521,0.047884032,9.888053,,
1740378307.742,accel,0.1388637,0.05746084,9.873688,,
1740378307.802,accel,0.1388637,0.05746084,9.873688,,
1740378307.862,accel,0.1340753,0.047884032,9.883265,,
1740378307.922,accel,0.1388637,0.05267244,9.883265,,
1740378307.982,accel,0.1436521,0.05746084,9.89763,,
1740378308.042,accel,0.14844051,0.06703765,9.892841,,
1740378308.102,accel,0.14844051,0.05267244,9.89763,,
1740378308.161,accel,0.1436521,0.062249243,9.883265,,
1740378308.222,accel,0.14844051,0.047884032,9.892841,,
1740378308.281,accel,0.1340753,0.062249243,9.892841,,
1740378308.342,accel,0.1436521,0.062249243,9.902418,,
1740378308.401,accel,0.1436521,0.05746084,9.892841,,
1740378308.462,accel,0.15322891,0.062249243,9.892841,,
1740378308.463,accel,0.1436521,0.038307227,9.902418,,
1740378308.521,accel,0.1436521,0.04309563,9.89763,,
1740378308.582,accel,0.1340753,0.05746084,9.888053,,
1740378308.641,accel,0.1388637,0.05746084,9.883265,,
1740378308.703,accel,0.14844051,0.062249243,9.907207,,
1740378308.763,accel,0.1436521,0.047884032,9.888053,,
1740378308.822,accel,0.1436521,0.05267244,9.902418,,
1740378308.881,accel,0.1436521,0.05267244,9.883265,,
1740378308.98,accel,0.15322891,0.062249243,9.89763,,
1740378309.041,accel,0.1388637,0.047884032,9.892841,,
1740378309.09,accel,0.1340753,0.06703765,9.878476,,
1740378309.121,accel,0.14844051,0.047884032,9.892841,,
1740378309.181,accel,0.1436521,0.062249243,9.892841,,
1740378309.24,accel,0.1436521,0.062249243,9.892841,,
1740378309.301,accel,0.1388637,0.05267244,9.878476,,
1740378309.361,accel,0.1436521,0.05267244,9.878476,,
1740378309.421,accel,0.1388637,0.05267244,9.859323,,
1740378309.481,accel,0.12928689,0.05746084,9.883265,,
1740378309.542,accel,0.1340753,0.05267244,9.883265,,
1740378309.601,accel,0.1388637,0.05746084,9.878476,,
1740378309.662,accel,0.1388637,0.062249243,9.892841,,
1740378309.721,accel,0.14844051,0.05746084,9.883265,,
1740378309.781,accel,0.15322891,0.05267244,9.888053,,
1740378309.841,accel,0.1388637,0.047884032,9.892841,,
1740378309.902,accel,0.1388637,0.05267244,9.888053,,
1740378309.961,accel,0.1388637,0.062249243,9.902418,,
1740378310.021,accel,0.1388637,0.04309563,9.883265,,
1740378310.08,accel,0.1388637,0.05746084,9.888053,,
1740378310.141,accel,0.1388637,0.062249243,9.878476,,
1740378310.2,accel,0.1388637,0.05746084,9.883265,,
1740378310.201,accel,0.1388637,0.04309563,9.883265,,
1740378310.202,accel,0.1388637,0.05746084,9.873688,,
1740378310.261,accel,0.14844051,0.05267244,9.878476,,
1740378310.321,accel,0.1340753,0.062249243,9.902418,,
1740378310.382,accel,0.15322891,0.076614454,9.878476,,
