filepath,filename,label,duration,sample_rate,zero_crossing_rate,spectral_centroid,spectral_rolloff,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,rms,tempo
Audios/David/Mariana-03_03.ogg,Mariana-03_03.ogg,David,2.1978125,16000,0.08728911911231885,1511.2017132097285,2796.308876811594,-449.95203,70.50924,-0.48029128,14.047096,-3.4912953,0.30553797,-11.060347,-8.029664,-4.841031,-7.9974957,-9.497704,-6.07866,-1.5584861,0.02766849,[133.92857143]
Audios/David/Irma-02_05.ogg,Irma-02_05.ogg,David,1.4578125,16000,0.16032608695652173,1941.9417879107955,3962.296195652174,-335.7471,79.765686,9.614972,16.04005,4.914511,-32.508675,-5.890552,2.6388116,-22.94035,-2.9495068,-9.313219,-3.07605,-5.1803575,0.07166851,[156.25]
Audios/David/David-03_05.ogg,David-03_05.ogg,David,1.8135,16000,0.07394462719298246,1402.6908181265517,3250.4111842105262,-543.7145,83.92648,23.417149,15.232864,14.186225,9.107186,0.84251714,-3.8381133,-6.7856297,-2.2494874,-5.682666,-4.3096237,-3.0664163,0.013034214,[81.52173913]
Audios/David/Daniel-01_05.ogg,Daniel-01_05.ogg,David,4.2535,16000,0.1238031602443609,1693.3482943743022,3379.2293233082705,-441.5877,102.948555,9.749685,22.969849,0.5266446,12.786765,-16.642248,1.0153035,1.406744,-3.2520506,-2.6671612,2.0238855,0.3504777,0.019632507,[156.25]
Audios/David/David-01_01.ogg,David-01_01.ogg,David,2.0935,16000,0.10210996685606061,1566.9149237367476,3180.0426136363635,-387.54248,95.99843,5.6257854,22.095892,13.213694,8.877876,-23.165573,3.995066,-6.552523,-8.848334,-18.17132,-11.334228,1.7829319,0.041152593,[75.]
Audios/David/Daniel-01_04.ogg,Daniel-01_04.ogg,David,4.4935,16000,0.12950534685283688,1758.6165559852348,3563.6081560283687,-429.0843,73.00416,13.281753,24.120224,13.657251,7.046326,-7.3646336,-0.98903185,0.545181,-4.5806947,-9.473741,-0.2359815,-2.4773688,0.022080615,[125.]
Audios/David/David-03_04.ogg,David-03_04.ogg,David,1.7535,16000,0.09646661931818182,1515.801237543079,3259.2329545454545,-463.28558,70.720985,10.1512165,3.1648726,1.8783127,3.378645,-5.3417215,4.7642474,-4.049888,-6.348322,-7.2428603,-6.763558,-3.2562475,0.03520758,[117.1875]
Audios/David/Daniel-03_01.ogg,Daniel-03_01.ogg,David,3.1535,16000,0.13164358428030304,1673.6973805833743,3295.375631313131,-453.4335,88.59122,1.2388614,9.358046,9.365837,2.034867,-11.677561,-0.30557656,5.587307,1.2519847,-3.7007074,-1.5143429,0.7285566,0.020046338,[66.96428571]
Audios/David/Daniel-03_03.ogg,Daniel-03_03.ogg,David,4.1735,16000,0.18709372018129772,1992.7458889126112,3756.5601145038167,-459.7476,90.46264,10.57758,2.467398,1.4878684,6.498354,-9.241247,1.4670774,-2.8666718,3.2562096,-7.732028,-1.9097714,-1.4303974,0.02399174,[144.23076923]
Audios/David/David-01_03.ogg,David-01_03.ogg,David,1.9935,16000,0.1198459201388889,1657.3351578398224,3245.2876984126983,-363.3377,96.53012,-0.63013595,21.508667,12.937952,5.8990607,-21.451548,10.20218,-4.362548,-8.273239,-22.09481,-8.559851,-0.006748104,0.03900635,[170.45454545]
