timestamp,sensor,x,y,z,w,accuracy
1740364430.884,accel,6.196194,3.1747115,7.6375036,,
1740364430.943,accel,4.122815,-2.2457612,17.84159,,
1740364431.004,accel,4.5202527,1.460463,7.201759,,
1740364431.005,accel,6.2345014,1.982399,5.133168,,
1740364431.063,accel,1.508347,-5.659893,15.17445,,
1740364431.124,accel,7.465121,-1.5658079,12.971785,,
1740364431.183,accel,6.8186865,-1.5849615,7.867347,,
1740364431.245,accel,8.63828,-0.9576807,9.44752,,
1740364431.305,accel,7.575254,1.0821792,7.1347213,,
1740364431.363,accel,9.854534,-0.19632454,5.7748146,,
1740364431.425,accel,6.2392898,0.34476504,8.571242,,
1740364431.484,accel,5.554548,1.4413095,5.353435,,
1740364431.543,accel,4.8985367,0.8810662,6.9000893,,
1740364431.604,accel,5.45878,0.6368576,9.543288,,
1740364431.663,accel,5.521029,1.364695,6.6367273,,
1740364431.725,accel,5.3247046,0.8858546,7.704541,,
1740364431.783,accel,3.9217024,2.0446482,3.1890767,,
1740364431.844,accel,4.4196963,3.1268275,7.8050976,,
1740364431.904,accel,2.954445,0.6991069,2.815581,,
1740364431.965,accel,7.9008656,3.4811692,6.4068837,,
1740364432.026,accel,8.350976,2.3415294,6.2488666,,
1740364432.084,accel,7.2304893,2.566584,7.1251445,,
1740364432.145,accel,6.847417,-0.7182605,5.8322754,,
1740364432.206,accel,9.739613,0.8523358,0.02873042,,
1740364432.264,accel,8.298303,-2.2505496,5.434838,,
1740364432.324,accel,13.790602,-1.5945383,1.7238252,,
1740364432.384,accel,13.072341,-3.1794999,5.6982,,
1740364432.445,accel,11.654974,-2.1499932,7.5944076,,
1740364432.446,accel,10.611102,0.93373865,1.5849615,,
1740364432.505,accel,10.290278,1.6950948,-0.48841715,,
1740364432.565,accel,10.218452,-0.40701428,2.9831753,,
1740364432.624,accel,9.054871,-1.4987702,3.4763808,,
1740364432.693,accel,10.400413,0.18674773,1.3120226,,
1740364432.745,accel,10.563218,1.541866,-1.0582372,,
1740364432.806,accel,9.188946,-0.2825158,1.0390835,,
1740364432.864,accel,10.453085,0.6607997,3.4620156,,
1740364432.925,accel,9.916783,0.866701,0.7374141,,
1740364432.984,accel,10.472239,0.91937345,-0.3878607,,
1740364433.045,accel,9.763555,-0.60812724,0.22026655,,
1740364433.105,accel,9.9790325,-0.25857377,0.79966336,,
1740364433.166,accel,9.763555,-0.91458505,1.3311762,,
1740364433.225,accel,10.390836,0.6943185,-0.18674773,,
1740364433.285,accel,9.840169,-0.50757074,1.6376339,,
1740364433.345,accel,10.333375,-0.2777274,1.6519991,,
1740364433.406,accel,10.295067,-0.076614454,0.90979666,,
1740364433.465,accel,9.821015,-0.4261679,1.4987702,,
1740364433.526,accel,9.768343,-0.41180268,1.2306197,,
1740364433.585,accel,10.01734,-0.02873042,0.50757074,,
1740364433.646,accel,9.390059,-0.4309563,1.0199299,,
1740364433.705,accel,10.204087,-0.10055647,0.41180268,,
1740364433.766,accel,9.744401,-0.34476504,0.9672575,,
1740364433.825,accel,9.974244,-0.2825158,1.2210429,,
1740364433.886,accel,9.816227,-0.49799395,1.2258313,,
1740364433.946,accel,10.007763,-0.23463176,1.3934253,,
1740364434.006,accel,10.041282,-0.15322891,1.7956513,,
1740364434.066,accel,9.763555,-0.16759412,1.757344,,
1740364434.126,accel,9.610326,-0.20111294,1.1492168,,
1740364434.186,accel,9.471462,-0.5363012,1.7429788,,
1740364434.246,accel,9.552865,-0.24420857,1.2306197,,
1740364434.247,accel,9.974244,-0.038307227,1.340753,,
1740364434.306,accel,9.485827,-0.31603462,1.1971009,,
1740364434.367,accel,9.466674,-0.4165911,1.5705963,,
1740364434.426,accel,9.552865,-0.37828386,1.532289,,
1740364434.487,accel,9.715671,-0.35913026,1.7286136,,
1740364434.546,accel,9.629479,-0.58897364,1.8722657,,
1740364434.607,accel,9.983821,-0.22984336,1.7908629,,
1740364434.667,accel,9.610326,-0.5506664,1.8914193,,
1740364434.728,accel,9.701305,-0.56982,1.5801731,,
1740364434.787,accel,10.04607,-0.25378537,1.5179238,,
1740364434.848,accel,9.878476,-0.37349546,1.5705963,,
1740364434.907,accel,9.572019,-0.6607997,1.7429788,,
1740364434.968,accel,9.835381,-0.2681506,1.3215994,,
1740364435.028,accel,9.864111,-0.46926352,1.6807296,,
1740364435.088,accel,9.768343,-0.47405192,1.7429788,,
1740364435.147,accel,9.763555,-0.40701428,1.1587936,,
1740364435.209,accel,9.701305,-0.5554548,1.6663644,,
1740364435.268,accel,9.80665,-0.5315128,1.5753847,,
1740364435.329,accel,9.950302,-0.40222588,1.412579,,
