timestamp,sensor,x,y,z,w,accuracy
1740361085.182,accel,3.8833952,3.098097,8.475474,,
1740361085.243,accel,3.5003228,3.6248214,9.773131,,
1740361085.303,accel,2.3080103,3.7924154,8.37013,,
1740361085.364,accel,1.4556746,4.1276035,9.11712,,
1740361085.423,accel,0.19632454,4.1419687,7.872135,,
1740361085.484,accel,-1.0726024,4.261679,8.360553,,
1740361085.571,accel,-2.135628,4.572925,6.6271505,,
1740361085.621,accel,-3.107674,4.9464207,6.531382,,
1740361085.662,accel,-3.5625722,4.663905,6.8330517,,
1740361085.723,accel,-4.3239284,5.0182467,4.8458643,,
1740361085.783,accel,-4.8698063,4.8745947,6.3589997,,
1740361085.843,accel,-5.5018754,5.12838,5.6646814,,
1740361085.902,accel,-5.731719,5.315128,4.6160207,,
1740361085.963,accel,-5.511452,6.277597,4.596867,,
1740361086.022,accel,-6.1530986,6.1387334,4.711789,,
1740361086.083,accel,-6.8043213,5.48751,1.1204864,,
1740361086.142,accel,-6.0621185,6.2632318,3.0071173,,
1740361086.143,accel,-6.1004257,6.1530986,4.8745947,,
1740361086.203,accel,-7.07726,5.118803,4.3478703,,
1740361086.263,accel,-7.5800424,5.377377,1.508347,,
1740361086.323,accel,-6.0716953,6.679823,2.4468741,,
1740361086.383,accel,-6.9000893,5.9902925,2.7724855,,
1740361086.443,accel,-6.95755,6.0956373,4.3766007,,
1740361086.503,accel,-6.2871737,6.7708025,2.542642,,
1740361086.564,accel,-6.933608,5.2145715,4.462792,,
1740361086.624,accel,-6.622362,5.5497594,3.643975,,
1740361086.684,accel,-5.9663506,5.932832,1.8722657,,
1740361086.743,accel,-5.7987566,5.1523223,3.0885203,,
1740361086.803,accel,-5.674258,4.4340615,4.237737,,
1740361086.804,accel,-4.654328,5.2002063,3.1747115,,
1740361086.863,accel,-4.2042184,4.9081135,4.855441,,
1740361086.924,accel,-2.6144683,5.1140146,4.3766007,,
1740361086.984,accel,-3.41892,3.0119057,8.39886,,
1740361087.043,accel,-1.5945383,4.2281604,10.649409,,
1740361087.104,accel,0.51235914,5.3678,5.6551046,,
1740361087.215,accel,1.5993267,4.687847,9.002198,,
1740361087.257,accel,0.7661445,3.1794999,9.959879,,
1740361087.295,accel,3.7445314,4.697424,9.241618,,
1740361087.343,accel,4.9224787,5.4204726,7.7332716,,
1740361087.405,accel,4.7788267,3.7062242,10.338163,,
1740361087.464,accel,5.3103395,3.9983168,7.7093296,,
1740361087.524,accel,5.6359506,3.2130187,7.8529816,,
1740361087.584,accel,6.4020953,2.6623523,8.312668,,
1740361087.644,accel,8.063671,3.6056678,5.7365074,,
1740361087.704,accel,7.560889,2.1499932,7.153875,,
1740361087.764,accel,8.00621,1.9201498,4.8698063,,
1740361087.825,accel,8.925584,1.3742718,4.8123455,,
1740361087.885,accel,9.983821,1.8914193,4.9943047,,
1740361087.944,accel,10.807426,2.6384103,4.2664676,,
1740361088.004,accel,10.462662,1.3215994,3.8355112,,
1740361088.063,accel,11.21444,2.2697031,3.4524388,,
1740361088.124,accel,10.19451,1.292869,3.6583402,,
1740361088.184,accel,9.959879,0.80924016,3.323152,,
1740361088.244,accel,9.667787,0.4405331,2.1547816,,
1740361088.304,accel,9.56723,0.24899697,1.283292,,
1740361088.364,accel,9.80665,0.019153614,1.6089035,,
1740361088.365,accel,9.3661175,-0.17238252,1.6519991,,
1740361088.424,accel,9.787497,0.36870706,0.7661445,,
1740361088.484,accel,9.696517,0.48841715,-0.05267244,,
1740361088.546,accel,9.935937,0.47405192,1.1252748,,
1740361088.604,accel,9.619903,-0.04309563,1.2737153,,
1740361088.605,accel,10.156203,0.58418524,0.8475474,,
1740361088.665,accel,9.902418,0.19632454,0.6751649,,
1740361088.727,accel,9.753978,0.05267244,1.0007763,,
1740361088.785,accel,9.667787,-0.10055647,1.5945383,,
1740361088.854,accel,9.849746,0.2825158,0.82360536,,
1740361088.906,accel,9.825804,-0.34476504,1.3551182,,
1740361088.964,accel,10.400413,0.7134721,0.9672575,,
1740361089.024,accel,10.012551,0.37828386,0.81881696,,
1740361089.084,accel,9.730036,0.15322891,0.41180268,,
1740361089.144,accel,9.677363,-0.12928689,0.49320555,,
1740361089.205,accel,9.763555,-0.29688102,1.2401965,,
1740361089.264,accel,10.007763,0.30645782,0.8379706,,
1740361089.265,accel,10.007763,0.12928689,1.0342951,,
1740361089.325,accel,9.77792,0.23942018,1.1731589,,
1740361089.383,accel,9.911995,0.19153613,1.2976574,,
1740361089.384,accel,9.825804,0.16280572,1.6376339,,
1740361089.444,accel,9.811439,0.047884032,1.2545617,,
1740361089.504,accel,10.309433,0.63206923,1.9249382,,
1740361089.565,accel,10.232818,0.6607997,1.8770541,,
1740361089.623,accel,9.768343,0.5267244,2.1643584,,
1740361089.684,accel,9.500193,-0.1388637,2.791639,,
1740361089.744,accel,10.6877165,1.8195933,2.9592333,,
1740361089.805,accel,9.495404,0.40701428,4.2521024,,
1740361089.864,accel,9.950302,1.2689269,3.6391866,,
1740361089.924,accel,10.103531,1.1109096,5.554548,,
1740361089.984,accel,9.332599,1.3982137,3.8642416,,
1740361090.044,accel,9.3182335,1.9967642,5.353435,,
1740361090.104,accel,8.78672,1.9967642,5.1523223,,
1740361090.165,accel,8.111555,1.6328455,6.8522053,,
1740361085.146,gyro,0.625526,1.7128662,-0.05131268,,
1740361085.207,gyro,0.31398472,1.9144517,-0.042760566,,
1740361085.266,gyro,0.61819565,1.7971655,-0.07696902,,
1740361085.327,gyro,0.593761,1.6786577,-0.24923302,,
1740361085.387,gyro,0.6462954,1.6798794,-0.18325958,,
1740361085.446,gyro,0.5045747,1.6933185,-0.23579398,,
1740361085.507,gyro,0.63163465,1.4966198,-0.21502456,,
1740361085.659,gyro,0.29565877,1.2534955,-0.24556783,,
1740361085.686,gyro,0.53878313,1.0140363,-0.13316862,,
1740361085.747,gyro,0.45814893,1.0592403,-0.02687807,,
1740361085.806,gyro,-0.06841691,1.1142182,0.015882496,,
1740361085.867,gyro,0.5180137,1.0641272,0.16982053,,
1740361085.926,gyro,0.32253686,0.9505063,0.087964594,,
1740361085.987,gyro,0.14538592,1.110553,0.02076942,,
1740361086.046,gyro,0.35430184,0.83199847,0.06352998,,
1740361086.106,gyro,-0.2003638,0.16493362,-0.042760566,,
1740361086.167,gyro,0.53878313,0.12339478,-0.1160644,,
1740361086.226,gyro,0.3323107,0.19425514,0.119729586,,
1740361086.287,gyro,-0.23823744,-0.11728613,0.06352998,,
1740361086.346,gyro,0.089186326,-0.32498032,-0.042760566,,
1740361086.407,gyro,-0.31398472,-0.23090707,-0.02076942,,
1740361086.467,gyro,0.15271631,-0.6389651,-0.10262536,,
1740361086.527,gyro,0.07086037,-0.31764993,0.014660766,,
1740361086.587,gyro,-0.4642576,-0.3848451,-0.02687807,,
1740361086.647,gyro,-0.103847094,-0.9615019,-0.087964594,,
1740361086.707,gyro,-0.14049901,-0.98837996,0.058643065,,
1740361086.768,gyro,-0.6426302,-1.2095132,0.14905111,,
1740361086.827,gyro,-0.5571091,-1.8399261,0.040317107,,
1740361086.887,gyro,-0.19181168,-2.4556782,0.010995574,,
1740361086.947,gyro,-0.39706242,-1.459968,0.84788096,,
1740361087.008,gyro,-0.91874135,-1.5650368,0.5656612,,
1740361087.067,gyro,-0.057421334,-2.7488935,0.04153884,,
1740361087.127,gyro,-0.37995818,-1.677436,0.5815437,,
1740361087.307,gyro,-0.21868975,-1.6920967,0.376293,,
1740361087.367,gyro,-0.7648033,-1.2583824,0.5009095,,
1740361087.428,gyro,-0.004886922,-1.6603317,0.31764993,,
