timestamp,sensor,x,y,z,w,accuracy
1740364933.068,accel,8.772355,-1.8435353,-1.7381904,,
1740364933.128,accel,9.32781,-1.5179238,-1.2785037,,
1740364933.188,accel,9.045294,-1.7286136,-2.1068976,,
1740364933.251,accel,9.696517,-1.283292,-0.81881696,,
1740364933.308,accel,9.964667,-1.3311762,-0.8762778,,
1740364933.368,accel,10.333375,-1.0726024,-0.25378537,,
1740364933.428,accel,10.146626,-1.6759412,-0.17717093,,
1740364933.487,accel,10.132261,-1.6424223,-1.0486604,,
1740364933.548,accel,7.843405,-2.255338,-6.0477533,,
1740364933.608,accel,9.672575,-1.5275006,-1.3215994,,
1740364933.669,accel,10.697293,-0.23463176,0.272939,,
1740364933.727,accel,8.643068,-2.552219,-3.7493198,,
1740364933.789,accel,9.940725,-0.9911995,-1.3694834,,
1740364933.849,accel,9.600749,-0.9768343,-1.9919758,,
1740364933.908,accel,9.706094,-1.2162545,-1.8914193,,
1740364933.968,accel,9.428367,-1.2018893,-2.4851813,,
1740364934.028,accel,9.557653,-0.7182605,-2.9879637,,
1740364934.088,accel,10.280702,0.06703765,-2.858677,,
1740364934.148,accel,9.284714,-1.2449849,-0.36391866,,
1740364934.207,accel,9.476251,-0.5793968,-2.9113493,,
1740364934.268,accel,9.682152,0.06703765,-2.3702598,,
1740364934.328,accel,10.117896,-0.11492168,-0.61291564,,
1740364934.389,accel,9.701305,-0.08619126,-1.8483237,,
1740364934.448,accel,9.80665,-0.47405192,-0.30645782,,
1740364934.508,accel,9.92636,-0.06703765,-0.25857377,,
1740364934.568,accel,9.715671,-0.5315128,-0.21068975,,
1740364934.628,accel,9.888053,-0.35913026,0.36391866,,
1740364934.687,accel,10.060435,0.15322891,-0.46926352,,
1740364934.748,accel,9.725247,-0.1436521,-0.63206923,,
1740364934.807,accel,9.969456,0.038307227,-0.5315128,,
1740364934.868,accel,9.854534,0.090979666,-0.7278373,,
1740364934.928,accel,9.935937,0.14844051,-0.6655881,,
1740364934.988,accel,9.868899,0.08619126,-0.842759,,
1740364935.048,accel,9.720459,-0.12449849,-1.0582372,,
1740364935.108,accel,9.696517,0.02873042,-0.9864111,,
1740364935.167,accel,10.0987425,0.2681506,-0.7661445,,
1740364935.168,accel,10.041282,0.33039984,-0.90021986,,
1740364935.228,accel,9.763555,-0.06703765,-0.78529817,,
1740364935.288,accel,10.041282,0.033518825,-0.90021986,,
1740364935.347,accel,10.223241,0.49799395,-0.92895025,,
1740364935.407,accel,9.720459,-0.18674773,-0.5410896,,
1740364935.467,accel,9.883265,0.08140286,-0.8379706,,
1740364935.47,accel,9.643845,-0.17717093,-0.7134721,,
1740364935.471,accel,9.864111,-0.10534488,-0.56982,,
1740364935.527,accel,9.883265,-0.019153614,-0.80445176,,
1740364935.588,accel,9.921572,-0.033518825,-0.5650316,,
1740364935.647,accel,9.801862,-0.14844051,-0.6560113,,
1740364935.707,accel,9.883265,0.05267244,-0.79008657,,
1740364935.767,accel,9.816227,-0.033518825,-0.8523358,,
1740364935.828,accel,9.830592,0.076614454,-0.93373865,,
1740364935.887,accel,9.940725,0.30645782,-0.94331545,,
1740364935.948,accel,9.77792,0.08619126,-0.7374141,,
1740364936.008,accel,9.931149,0.24899697,-0.7230489,,
1740364936.068,accel,9.825804,-0.04309563,-0.770933,,
1740364936.127,accel,10.04607,0.29688102,-0.7134721,,
1740364936.187,accel,9.864111,0.08140286,-0.47405192,,
1740364936.247,accel,9.725247,-0.110133275,-0.81881696,,
1740364936.308,accel,9.849746,-0.038307227,-0.82360536,,
1740364936.367,accel,9.744401,-0.047884032,-0.62728083,,
1740364936.428,accel,9.821015,0.02873042,-0.90021986,,
1740364936.487,accel,9.773131,-0.18195933,-0.7565677,,
1740364936.548,accel,9.888053,-0.02873042,-0.7182605,,
1740364936.607,accel,9.878476,0.033518825,-0.5506664,,
1740364936.668,accel,9.969456,0.14844051,-0.6464345,,
1740364936.727,accel,10.022128,0.21068975,-0.6560113,,
1740364936.787,accel,10.007763,0.12928689,-0.46926352,,
1740364936.847,accel,9.792285,-0.0047884034,-0.56982,,
1740364936.848,accel,9.902418,0.019153614,-0.6895301,,
1740364936.907,accel,9.859323,0.05746084,-0.82360536,,
1740364936.967,accel,9.835381,0.06703765,-0.7757214,,
1740364937.028,accel,9.816227,-0.05746084,-0.58418524,,
1740364937.086,accel,9.859323,-0.17717093,-0.44532153,,
1740364937.147,accel,9.80665,-0.095768064,-0.35434186,,
1740364937.207,accel,9.9790325,0.009576807,-0.38307226,,
1740364937.267,accel,10.007763,0.095768064,-0.23942018,,
1740364937.268,accel,9.883265,-0.038307227,-0.34955344,,
1740364937.326,accel,9.840169,0.0047884034,-0.50757074,,
1740364937.388,accel,10.180145,0.04309563,0.05746084,,
1740364937.447,accel,9.892841,0.30645782,-2.3175871,,
1740364937.507,accel,9.92636,-0.29209262,0.18195933,,
1740364937.567,accel,9.921572,-0.39743748,-0.33039984,,
1740364937.627,accel,9.691729,-0.770933,-0.50278234,,
1740364937.686,accel,9.787497,-0.5793968,-2.15957,,
1740364937.748,accel,10.0269165,-1.2449849,-0.019153614,,
1740364937.807,accel,9.595961,-0.92416185,-2.1308396,,
1740364937.867,accel,9.744401,-1.4700398,-1.2689269,,
1740364937.927,accel,9.433155,-1.1061212,-2.4372973,,
1740364937.928,accel,9.404425,-1.2258313,-1.9249382,,
1740364937.987,accel,10.141838,-0.9672575,0.4309563,,
1740364938.047,accel,9.112331,-1.484405,-2.767697,,
1740364933.052,gyro,-0.19914207,-0.089186326,0.036651913,,
1740364933.061,gyro,-0.029321533,-0.13683382,-0.06719518,,
1740364933.075,gyro,0.105068825,-0.07452556,-0.089186326,,
1740364933.084,gyro,-0.008552114,-0.035430185,-0.02565634,,
1740364933.093,gyro,-0.18692477,0.04153884,0.040317107,,
1740364933.1,gyro,-0.31764993,0.08552113,0.05009095,,
1740364933.108,gyro,-0.4129449,0.042760566,0.065973446,,
1740364933.117,gyro,-0.33964106,0.021991149,0.05497787,,
1740364933.124,gyro,-0.172264,0.0012217305,-0.014660766,,
1740364933.132,gyro,-0.02443461,-0.017104227,-0.0720821,,
1740364933.141,gyro,0.017104227,-0.013439035,-0.0842994,,
1740364933.148,gyro,-0.1001819,0.010995574,-0.047647487,,
1740364933.156,gyro,-0.41538838,0.052534413,0.04520403,,
1740364933.164,gyro,-0.7672467,0.02687807,0.172264,,
1740364933.173,gyro,-0.8735373,-0.05131268,0.2284636,,
1740364933.181,gyro,-0.6976081,-0.10751228,0.20158553,,
1740364933.196,gyro,-0.15271631,-0.07819075,-0.010995574,,
1740364933.204,gyro,0.028099801,-0.021991149,-0.07696902,,
1740364933.212,gyro,-0.019547688,0.019547688,-0.05131268,,
1740364933.22,gyro,-0.26511553,0.06841691,0.008552114,,
1740364933.228,gyro,-0.5876524,0.1282817,0.1001819,,
1740364933.236,gyro,-0.79901177,0.13805555,0.17592919,,
1740364933.246,gyro,-0.9297369,0.07819075,0.21380283,,
1740364933.252,gyro,-0.8491027,0.02443461,0.172264,,
1740364933.261,gyro,-0.6621779,-0.014660766,0.09773844,,
1740364933.268,gyro,-0.52290064,-0.04520403,0.036651913,,
1740364933.276,gyro,-0.5204572,-0.04520403,0.017104227,,
1740364933.284,gyro,-0.63163465,-0.02443461,0.04520403,,
1740364933.292,gyro,-0.9211848,-0.019547688,0.111177474,,
1740364933.3,gyro,-1.2522738,-0.064751714,0.16249016,,
1740364933.309,gyro,-1.4880677,-0.037873644,0.22479841,,
