timestamp,sensor,x,y,z,w,accuracy
1740361795.254,accel,0.076614454,1.2689269,10.481815,,
1740361795.315,accel,0.48362875,0.0,10.199299,,
1740361795.374,accel,0.4165911,-0.7469909,9.701305,,
1740361795.434,accel,-0.1340753,-0.62249243,10.266336,,
1740361795.494,accel,-0.29209262,-2.303222,9.26556,,
1740361795.555,accel,0.39264908,-0.61291564,9.797073,,
1740361795.615,accel,0.79487497,-1.6232687,9.648633,,
1740361795.675,accel,2.006341,-0.92895025,10.108319,,
1740361795.734,accel,3.916914,-0.842759,8.710106,,
1740361795.795,accel,4.745308,-0.37828386,8.623915,,
1740361795.855,accel,4.903325,-0.79487497,8.446744,,
1740361795.914,accel,6.220136,-1.436521,7.8912888,,
1740361795.974,accel,7.7428484,-0.9720459,9.643845,,
1740361796.035,accel,7.3166804,-1.1013328,7.73806,,
1740361796.095,accel,7.0006456,0.32561144,7.345411,,
1740361796.096,accel,8.034941,0.35434186,7.3645644,,
1740361796.154,accel,8.09719,0.58897364,7.398083,,
1740361796.215,accel,8.39886,0.58897364,5.971139,,
1740361796.275,accel,7.9726915,2.255338,5.616797,,
1740361796.334,accel,10.266336,4.175488,5.592855,,
1740361796.396,accel,10.5440645,3.86903,4.8267107,,
1740361796.454,accel,11.257536,4.271256,3.7110126,,
1740361796.516,accel,10.1226845,2.6144683,2.8203697,,
1740361796.574,accel,7.455544,1.6184803,4.8841715,,
1740361796.638,accel,2.585738,1.5227122,5.1235914,,
1740361796.639,accel,1.9728222,2.2601264,5.722142,,
1740361796.695,accel,1.5849615,2.1978772,5.7125654,,
1740361796.697,accel,-2.0207062,1.1444284,10.366894,,
1740361796.755,accel,3.0789435,3.7924154,6.6654577,,
1740361796.815,accel,3.3423057,5.722142,7.675811,,
1740361796.816,accel,6.2488666,5.1906295,5.329493,,
1740361796.874,accel,-0.25857377,5.363012,7.517793,,
1740361796.936,accel,0.5315128,5.7748146,7.2783732,,
1740361796.938,accel,0.80445176,6.612785,3.3423057,,
1740361796.995,accel,3.5529952,9.433155,6.7803793,,
1740361797.054,accel,1.2497733,8.537724,4.3718123,,
1740361797.055,accel,2.801216,9.490616,2.384625,,
1740361797.115,accel,4.1515455,9.902418,5.463568,,
1740361797.175,accel,7.7907324,12.162544,2.504335,,
1740361797.236,accel,4.807557,8.643068,4.534618,,
1740361797.237,accel,6.3350577,9.696517,2.920926,,
