timestamp,sensor,x,y,z,w,accuracy
1740364644.969,accel,1.067814,8.6334915,-2.1547816,,
1740364645.027,accel,2.791639,10.874464,1.9201498,,
1740364645.089,accel,2.6192567,9.825804,0.6847417,,
1740364645.148,accel,1.9440918,10.400413,-0.11971009,,
1740364645.208,accel,1.8962077,10.936713,-1.6232687,,
1740364645.268,accel,2.6001031,11.104307,-0.521936,,
1740364645.329,accel,2.585738,9.586384,-0.18195933,,
1740364645.388,accel,2.5474305,9.246407,0.40701428,,
1740364645.449,accel,1.3072342,9.706094,-2.4516625,,
1740364645.508,accel,0.02873042,10.429143,-2.2218192,,
1740364645.509,accel,0.2681506,9.993398,-2.336741,,
1740364645.569,accel,1.5370775,9.648633,-2.006341,,
1740364645.628,accel,1.4221559,10.208876,-3.3327289,,
1740364645.689,accel,1.4460979,10.13705,0.15801731,,
1740364645.748,accel,3.6774938,9.26556,-0.20590134,,
1740364645.809,accel,1.8339585,8.236053,2.336741,,
1740364645.868,accel,2.27928,9.466674,-0.2873042,,
1740364645.869,accel,2.2361844,9.639056,0.35434186,,
1740364645.929,accel,1.2641385,9.581595,0.32561144,,
1740364645.988,accel,1.2545617,10.04607,-1.316811,,
1740364646.05,accel,1.0965444,9.68694,-1.460463,,
1740364646.108,accel,1.8531121,9.356541,0.5506664,,
1740364646.109,accel,1.8579005,9.907207,0.61770403,,
1740364646.169,accel,2.2697031,10.448297,0.50278234,,
1740364646.229,accel,2.0638018,9.639056,1.9057846,,
1740364646.289,accel,2.0925324,9.615114,0.6751649,,
1740364646.348,accel,1.9776106,9.490616,0.866701,,
1740364646.409,accel,2.3558946,10.242394,1.6376339,,
1740364646.468,accel,1.9871874,10.160992,1.9297266,,
1740364646.529,accel,1.292869,9.696517,0.46926352,,
1740364646.588,accel,1.6759412,9.768343,1.3790601,,
1740364646.65,accel,1.340753,9.222465,1.2689269,,
1740364646.651,accel,1.1587936,9.155427,1.5514427,,
1740364646.709,accel,1.0247183,9.854534,0.79966336,,
1740364646.769,accel,1.2114661,9.437943,0.78050977,,
1740364646.829,accel,1.4939818,9.821015,0.6560113,,
1740364646.889,accel,1.0151415,8.815451,1.13964,,
1740364646.949,accel,1.2018893,9.452309,0.7661445,,
1740364647.009,accel,1.5897499,9.902418,0.79008657,,
1740364647.069,accel,1.3742718,9.624691,2.0015526,,
1740364647.129,accel,1.4030021,10.352529,0.5506664,,
1740364647.19,accel,1.3455414,9.691729,1.1109096,,
1740364647.249,accel,1.4508862,9.950302,1.5179238,,
1740364647.309,accel,1.6136919,10.170568,1.2210429,,
1740364647.369,accel,1.4460979,9.77792,1.5179238,,
1740364647.429,accel,1.4508862,9.706094,0.866701,,
1740364647.489,accel,1.3551182,9.504981,0.6943185,,
1740364647.549,accel,1.4317327,9.600749,0.90021986,,
1740364647.609,accel,1.7717092,10.218452,0.7134721,,
1740364647.61,accel,1.4748282,9.974244,0.33039984,,
1740364647.668,accel,1.2018893,9.548077,1.1444284,,
1740364647.729,accel,1.3024458,9.624691,0.23463176,,
1740364647.788,accel,1.1109096,9.313444,0.6895301,,
1740364647.789,accel,1.3263878,9.356541,0.90021986,,
1740364647.849,accel,1.2880806,9.921572,0.6560113,,
1740364647.908,accel,1.1827357,9.811439,0.7230489,,
1740364647.969,accel,1.6328455,10.357317,0.40222588,,
1740364648.028,accel,1.1683705,9.639056,0.78529817,,
1740364648.089,accel,1.0582372,9.65821,0.33039984,,
1740364648.09,accel,1.5753847,9.950302,0.46447513,,
1740364648.149,accel,1.3934253,9.672575,0.2633622,,
1740364648.209,accel,1.2689269,9.543288,0.5363012,,
1740364648.269,accel,1.6136919,10.04607,0.25378537,,
1740364648.329,accel,1.163582,9.500193,0.7422025,,
1740364648.389,accel,1.283292,9.533711,0.2681506,,
1740364648.449,accel,1.2354081,9.801862,0.05267244,,
1740364648.509,accel,1.1683705,9.797073,0.47884035,,
1740364648.57,accel,1.1492168,9.844957,0.45010993,,
1740364648.629,accel,1.508347,9.964667,0.11971009,,
1740364648.69,accel,1.2210429,9.773131,0.8283938,,
1740364648.749,accel,1.3120226,9.744401,0.41180268,,
1740364648.81,accel,1.4891934,9.629479,0.41180268,,
1740364648.869,accel,1.436521,9.969456,0.33039984,,
1740364648.87,accel,1.4796166,9.993398,0.062249243,,
1740364648.93,accel,1.2785037,9.581595,0.29688102,,
1740364648.989,accel,1.484405,9.782708,0.6991069,,
1740364649.05,accel,1.3742718,9.634268,0.4357447,,
1740364649.111,accel,1.3455414,9.768343,0.22505496,,
1740364649.112,accel,1.5753847,10.146626,0.35913026,,
1740364649.17,accel,1.0869676,9.581595,0.6799533,,
1740364649.229,accel,1.8770541,10.481815,1.1923125,,
1740364649.29,accel,1.3838485,9.562442,1.316811,,
1740364649.349,accel,1.934515,10.486604,1.0534488,,
1740364649.409,accel,1.1827357,9.3661175,1.1204864,,
1740364649.469,accel,1.4987702,9.868899,0.7278373,,
1740364649.47,accel,1.1875241,9.65821,1.1348516,,
1740364649.53,accel,1.7669208,9.974244,0.7086837,,
1740364649.589,accel,1.4030021,9.5385,1.8579005,,
1740364649.65,accel,1.5562311,9.9550905,0.9959879,,
1740364649.709,accel,1.7429788,9.9550905,1.0247183,,
